"","id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"5571",4050795,"Cozy Contempo Rustic Chic (stay w/a local artist!)",21004091,"Tony","Brooklyn","Bushwick",40.70102,-73.92864,"Private room",90,2,52,"2019-05-22",2.21,1,288
"2363",1150398,"Bright room in Brooklyn",6305477,"Alex","Brooklyn","Park Slope",40.68247,-73.97837,"Private room",105,1,127,"2019-06-30",1.72,1,88
"44947",34483424,"Are You Ready for Central Park State of Mind?",260425153,"Park Lane","Manhattan","Midtown",40.76393,-73.97594,"Private room",400,1,0,"",NA,14,245
"1596",725509,"3 BR Apartment in Heart of Brooklyn",3752523,"Ari","Brooklyn","Crown Heights",40.66983,-73.94322,"Entire home/apt",168,2,158,"2019-06-16",1.93,2,253
"30753",23799904,"Bright and Beautiful 1BR in Downtown Flushing",5962328,"Alan","Queens","Flushing",40.76035,-73.82181,"Entire home/apt",85,30,3,"2019-06-30",0.2,15,256
"33747",26748151,"Sun-Filled Artist Loft in Private Townhouse",24187602,"Cyril","Manhattan","West Village",40.73865,-74.00662,"Entire home/apt",490,2,15,"2019-06-05",1.48,1,179
"28050",21907941,"Boutique Hotel Queen Room in Gowanus",159091490,"Melissa","Brooklyn","Gowanus",40.67753,-73.9841,"Private room",119,1,11,"2019-06-23",0.57,17,364
"8681",6662967,"Very comfortable room",34876980,"Alfredo","Manhattan","Harlem",40.80132,-73.9547,"Private room",85,1,19,"2019-06-27",0.39,1,365
"43234",33528090,"Sonder | 21 Chelsea | Vibrant 1BR + Rooftop",219517861,"Sonder (NYC)","Manhattan","Chelsea",40.7425,-73.99443,"Entire home/apt",260,29,0,"",NA,327,365
"48895",36487245,"Trendy duplex in the very heart of Hell's Kitchen",68119814,"Christophe","Manhattan","Hell's Kitchen",40.76404,-73.98933,"Private room",90,7,0,"",NA,1,23
"32567",25534630,"2 bedroom Flat in Park Slope",17581024,"Kemar","Brooklyn","Gowanus",40.67814,-73.98264,"Entire home/apt",150,4,9,"2019-06-23",0.74,2,6
"4599",3215660,"Comfortable sofa bed in Manhattan",6150328,"Heather","Manhattan","East Harlem",40.79794,-73.93876,"Shared room",45,2,136,"2019-06-23",2.22,1,15
"1772",797972,"Spacious 1 Bdrm in BEST location!!",3882661,"Ms","Manhattan","Gramercy",40.73493,-73.98655,"Entire home/apt",130,3,26,"2019-06-28",0.32,2,19
"21226",16851973,"!!! Beautiful private room with backyard.",2092314,"Valentin","Brooklyn","East Flatbush",40.6392,-73.94732,"Private room",32,30,1,"2017-07-30",0.04,7,124
"28053",21908265,"Gowanus Boutique Inn & Yard Queen Room",159091490,"Melissa","Brooklyn","Gowanus",40.67733,-73.98407,"Private room",119,1,26,"2019-06-30",1.32,17,363
"17963",14070967,"Chic pied-a-terre w/ terrace -15mins to Manhattan",84515464,"Stephen","Queens","Astoria",40.7671,-73.91261,"Entire home/apt",150,3,64,"2019-07-07",1.84,1,264
"32287",25262795,"Brooklyn apartment",102888703,"Hany","Brooklyn","Gravesend",40.6009,-73.98216,"Entire home/apt",100,7,0,"",NA,1,42
"2965",1725295,"Midtwn E BEST LOCATION Priv Twin Rm 1 Loving Cat",215764,"Lynn","Manhattan","Murray Hill",40.7474,-73.97847,"Private room",85,1,135,"2018-12-12",1.93,1,15
"39997",31067715,"Large Bx condo 3 mins to Subway by Yankee Stadium",146675319,"Will","Bronx","Fordham",40.85214,-73.90294,"Entire home/apt",100,2,12,"2019-06-17",2.98,3,20
"33331",26334022,"Master bedroom. 20 min. train to Time Square!",197334240,"Angelica","Manhattan","Harlem",40.81493,-73.94403,"Private room",69,1,67,"2019-06-15",5.39,2,170
"21731",17465159,"Private Room 1 in East Village (Small Window)",12302104,"Anna","Manhattan","East Village",40.72386,-73.98105,"Private room",72,1,134,"2019-06-07",4.69,2,251
"26992",21370008,"Private Comfy Town Home in Heart of Williamsburg",10545382,"Chase","Brooklyn","Williamsburg",40.71561,-73.96307,"Private room",129,1,66,"2019-07-07",3.32,2,84
"34112",27030230,"Ground Floor Retreat near BKLYN Children’s Museum",1494238,"Melissa","Brooklyn","Crown Heights",40.6726,-73.93992,"Entire home/apt",135,3,24,"2019-06-30",2.44,1,246
"8646",6646365,"Lovely Brooklyn Room With Balcony",23582893,"Laramie","Brooklyn","Bushwick",40.69038,-73.91462,"Private room",52,18,24,"2019-05-08",0.49,8,76
"36822",29259463,"SPACIOUS/FURNISHED One Bedroom Brooklyn Apartment",18917915,"Sean","Brooklyn","Williamsburg",40.70296,-73.94086,"Entire home/apt",90,3,7,"2019-07-05",0.95,1,3
"37983",30020439,"Airy Brooklyn Limestone : 3 Bedroom Suite!",3393434,"Billye And Joe","Brooklyn","Crown Heights",40.67152,-73.94712,"Private room",600,3,0,"",NA,2,89
"48842",36453030,"Astoria Luxury Studio Aprtment near Broadway",8655014,"Anton","Queens","Astoria",40.76267,-73.9261,"Entire home/apt",210,7,0,"",NA,1,12
"2273",1087215,"Stunning Designer Loft in the heart of Chelsea",1841580,"George","Manhattan","Chelsea",40.74877,-73.9994,"Entire home/apt",300,5,44,"2019-07-03",0.62,1,87
"2596",1350055,"Cozy room in Beautiful Williamsburg Appartment",2035472,"Alessio","Brooklyn","Williamsburg",40.71449,-73.95905,"Private room",85,3,2,"2019-02-03",0.32,1,89
"12270",9490959,"Brooklyn Comfort.",49191712,"Stephen Dayo","Brooklyn","Bedford-Stuyvesant",40.69372,-73.94578,"Entire home/apt",150,2,59,"2019-06-14",1.38,1,19
"42468",32962251,"Peaceful home in Brooklyn (2 beds for 3 guest)",136621673,"Kayla","Brooklyn","Crown Heights",40.67453,-73.94164,"Private room",99,1,10,"2019-06-23",2.75,1,47
"34999",27737158,"☆ 2 Bedroom Apartment - Minutes from Times Square!",209405908,"Louis","Manhattan","Hell's Kitchen",40.75611,-73.9937,"Entire home/apt",180,1,41,"2019-07-01",4.73,3,30
"21216",16843605,"Comfortable, eclectic and private apartment",109865937,"Philip","Brooklyn","Clinton Hill",40.68976,-73.96533,"Entire home/apt",280,2,41,"2019-06-27",1.51,1,343
"7019",5046189,"Modern/Spacious 4BR +Tent Perfect for LARGE groups",23732730,"Buddy","Bronx","Allerton",40.87054,-73.84681,"Entire home/apt",450,2,45,"2019-07-02",0.84,4,342
"10476",8028767,"Clean, Comfy Bright Small Bedroom",20490026,"Josie","Queens","Sunnyside",40.74109,-73.91577,"Private room",55,90,15,"2017-04-19",0.32,1,365
"37490",29754946,"Large studio in midtown east",76327788,"Lola","Manhattan","Murray Hill",40.74633,-73.97586,"Entire home/apt",155,5,14,"2019-06-25",1.74,1,29
"38675",30387173,"Exquisite UWS 2BR w/ Gym + Doorman by Blueground",107434423,"Blueground","Manhattan","Upper West Side",40.77833,-73.98469,"Entire home/apt",452,30,1,"2019-01-12",0.17,232,337
"15994",12933540,"Comfortable Sofa bed 15 minutes to Manhattan",69711528,"Lucia","Bronx","Parkchester",40.83049,-73.87354,"Shared room",51,3,9,"2017-05-20",0.26,2,89
"37772",29923252,"ONE Bed Room ￫￫￫20mins to Manhattan ☆彡 Wow! COZY!",43044876,"Haruhisa","Queens","Woodside",40.74824,-73.89961,"Private room",30,29,1,"2019-04-01",0.3,5,1
"44635",34334609,"ROOM # 6 near to JFK & LGA airport",258589420,"Diego","Queens","Richmond Hill",40.68797,-73.83351,"Private room",58,1,12,"2019-07-03",5.45,7,179
"27036",21394554,"Quiet and Spacious 1 Bed in Woodside",154984900,"Bidya","Queens","Woodside",40.74599,-73.89507,"Private room",65,1,133,"2019-06-29",8.87,1,7
"43081",33431289,"Rochester's Place Comfy Cozy Crown Heights NYC",251859047,"Errol","Brooklyn","Crown Heights",40.67588,-73.92405,"Private room",85,1,9,"2019-06-02",3.1,3,125
"10784",8301159,"Big Sunny Room in Manhattan!!! (B6)",5164854,"Lilia","Manhattan","Harlem",40.81959,-73.9379,"Private room",57,3,17,"2019-01-02",0.38,8,341
"2276",1089619,"Bright, Huge Room in 3 Bedroom Apt.",5986790,"Gen","Manhattan","Washington Heights",40.83535,-73.94334,"Private room",40,7,26,"2019-06-25",0.67,6,272
"39585",30814580,"Luxury Industrial 3 Bedroom Williamsburg Condo",228228269,"Yoanna","Brooklyn","Williamsburg",40.7173,-73.96159,"Entire home/apt",444,1,15,"2019-06-24",2.49,1,326
"36447",28978328,"2254 and 2nd avenue",43531190,"Kasun","Manhattan","East Harlem",40.79701,-73.93709,"Private room",45,240,0,"",NA,1,280
"46705",35386912,"Pink",261462340,"Luis","Queens","Fresh Meadows",40.73979,-73.77752,"Entire home/apt",50,1,1,"2019-06-30",1,1,178
"46008",35030460,"BEAUTIFUL ROOM WITH GARDEN VIEW!",10975951,"Ayla Silvia","Brooklyn","Bedford-Stuyvesant",40.69348,-73.94499,"Private room",60,2,2,"2019-06-23",1.67,1,1
"38501",30294144,"It's a Stunning Day in Bed-Stuy!",19536596,"Andrew","Brooklyn","Crown Heights",40.67612,-73.90813,"Private room",48,1,21,"2019-07-04",3.04,5,252
"42345",32859066,"Bedroom & common area w/ private back yard.",171636572,"Keegan","Brooklyn","Bushwick",40.68881,-73.91992,"Private room",50,5,18,"2019-06-16",7.01,1,12
"43014",33398445,"Charming Upper West Side Apartment",61391963,"Corporate Housing","Manhattan","Upper West Side",40.78536,-73.97543,"Entire home/apt",133,30,0,"",NA,91,312
"25186",20171179,"House of Rain
(Because I’m a pluviophile)",141141822,"Tiffany","Manhattan","Harlem",40.81078,-73.94482,"Private room",63,3,50,"2019-06-30",3.01,1,315
"34438",27308432,"Mid-century modern garden oasis",14297465,"Thomas","Brooklyn","Crown Heights",40.67189,-73.95624,"Entire home/apt",135,3,42,"2019-07-05",3.82,1,100
"6388",4651354,"Lower East Side True 1 BR",24020050,"Max","Manhattan","Chinatown",40.71566,-73.99076,"Entire home/apt",189,4,25,"2019-04-15",0.48,1,191
"2127",976167,"Newly Furnished Beautiful & Quiet",5341060,"Simo","Brooklyn","Fort Hamilton",40.61806,-74.03195,"Entire home/apt",149,4,33,"2018-01-07",0.46,1,313
"47668",35860425,"Amazing West Village ✌ Location is ♕NYC",269076400,"Alex","Manhattan","Greenwich Village",40.73054,-74.00061,"Entire home/apt",323,1,5,"2019-07-05",5,1,185
"45556",34830629,"Large, luxury, one bedroom with veranda & garden",37170601,"Petros","Brooklyn","Flatlands",40.61401,-73.92112,"Entire home/apt",125,3,0,"",NA,1,42
"25422",20329223,"Most Sunny adorable Bedroom in Gramercy",48984291,"M.J.","Manhattan","Kips Bay",40.74075,-73.98162,"Private room",110,14,0,"",NA,1,283
"45470",34776151,"Bedroom + den + bath w/ sep. entry in Bed Stuy!",73612539,"Rebecca","Brooklyn","Bedford-Stuyvesant",40.68602,-73.94844,"Private room",68,1,8,"2019-07-02",6.32,2,36
"38879",30426054,"New York City - East Village
Right in The Action!",7544635,"Stephen","Manhattan","East Village",40.72579,-73.98301,"Private room",130,2,0,"",NA,2,177
"29022",22329791,"Time Square ,Super Clean and Safe 2bedroom",145844983,"Eric","Manhattan","Hell's Kitchen",40.76258,-73.9887,"Entire home/apt",180,4,48,"2019-07-05",2.58,1,61
"44257",34137207,"Stunning Chelsea 1BR w/ Doorman, Roofdeck, BBQs & Lounge by Blueground",107434423,"Blueground","Manhattan","Chelsea",40.74269,-73.99911,"Entire home/apt",316,30,0,"",NA,232,323
"41299",32161408,"Cómodo apartamento familiar",131995652,"Henry","Bronx","Mount Hope",40.84994,-73.9066,"Entire home/apt",148,3,7,"2019-07-07",1.74,1,358
"41909",32572058,"Private 2C Room in 4BR/2BA APT in Hell's Kitchen",137274917,"David","Manhattan","Hell's Kitchen",40.75978,-73.99183,"Private room",115,1,16,"2019-06-14",3.75,12,217
"305",70609,"Great Large 3 BR/2 Bath Duplex with Private Patio!",72062,"Bruce","Manhattan","East Village",40.72542,-73.97986,"Entire home/apt",500,2,48,"2019-06-16",0.48,4,297
"18798",14887025,"Upscale Furnished Studio near Union Square!!",30283594,"Kara","Manhattan","Chelsea",40.74615,-73.99182,"Entire home/apt",109,30,0,"",NA,121,184
"23674",19140331,"Arverne by The Sea ~ Surf Ave Apt",32866694,"Samantha","Queens","Arverne",40.58845,-73.79514,"Entire home/apt",86,2,23,"2019-06-04",2.06,1,20
"17022",13522873,"Lux 1BR On Manhattan's West Side",30283594,"Kara","Manhattan","Hell's Kitchen",40.76111,-73.99818,"Entire home/apt",219,30,0,"",NA,121,365
"11230",8703711,"Cozy Suite near Barclays Center",40828217,"Anita","Brooklyn","Prospect-Lefferts Gardens",40.66159,-73.94129,"Entire home/apt",98,5,135,"2019-06-19",2.96,4,102
"34171",27098774,"Private Room",62533391,"Yvonne","Brooklyn","Borough Park",40.63528,-74.00734,"Private room",60,1,4,"2019-06-01",0.84,7,152
"19903",15952702,"Cozy Studio in West Village",1499220,"Melanie","Manhattan","West Village",40.73316,-74.00476,"Entire home/apt",147,1,42,"2019-06-23",1.32,1,4
"20764",16449480,"Entire 1BR Apt in Manhattanville",43490434,"Corey","Manhattan","Harlem",40.82003,-73.95194,"Entire home/apt",100,2,68,"2019-06-11",2.33,1,9
"21092",16725879,"Casa Soho 2 Bedroom 2 bath",6437545,"Michael","Manhattan","SoHo",40.72182,-74.00033,"Entire home/apt",500,3,0,"",NA,1,6
"41686",32408593,"15min to Times Square !! Charming Bedroom 03",243367528,"Lucca & Paula","Queens","Astoria",40.76514,-73.91212,"Private room",62,1,16,"2019-06-21",3.38,7,308
"8227",6336834,"SPACIOUS WILLIAMSBURG DESTINATION",32991339,"Eric","Brooklyn","Williamsburg",40.70841,-73.95497,"Private room",84,2,190,"2019-06-16",3.82,2,254
"880",317905,"Come and go as  you please in BKLN!",1631733,"Jane","Brooklyn","Kensington",40.64354,-73.97777,"Entire home/apt",89,3,62,"2019-01-02",0.71,1,189
"32917",25948697,"Private Bedroom In Brooklyn, NY",3163428,"Veronika","Brooklyn","Sheepshead Bay",40.59919,-73.94189,"Private room",60,6,0,"",NA,1,12
"4821",3423032,"Cozy 1 BD in Astoria, City Bike & NYFerry nearby",12483101,"FLora","Queens","Long Island City",40.76844,-73.93819,"Private room",70,3,1,"2018-08-25",0.09,1,342
"27389",21604823,"Cute and Comfortable Bedroom in Gowanus",4726371,"Samantha","Brooklyn","Gowanus",40.67889,-73.987,"Private room",70,1,59,"2019-07-01",3.01,2,29
"1248",532749,"Very Large, Airy, and Bright Loft -Williamsburg",2617850,"Matthew","Brooklyn","Williamsburg",40.71606,-73.95526,"Entire home/apt",280,7,82,"2019-06-21",0.98,1,41
"34481",27359696,"ACintheroom!35minutes toWALL St. quiet&residential",47782497,"Robianddebbie","Brooklyn","East New York",40.66983,-73.87745,"Private room",65,7,16,"2019-06-23",1.42,3,287
"18956",15054327,"Home 4 Medical Professionals - The ""Crepitus""",26377263,"Stat","Queens","Edgemere",40.59304,-73.77339,"Private room",40,30,0,"",NA,43,313
"42870",33279221,"Room with a View | Enjoy the Manhattan Skyline + Outdoor Terrace",239660813,"Yotel","Manhattan","Hell's Kitchen",40.75796,-73.99625,"Private room",166,1,1,"2019-05-01",0.43,10,345
"16774",13395329,"Garden Flat Next to Central Park w/ Large Terrace",71679540,"Brook","Manhattan","Morningside Heights",40.80273,-73.95924,"Private room",89,1,131,"2019-07-04",3.62,1,165
"44283",34150332,"Adorable room 2",34689714,"Maria","Manhattan","Hell's Kitchen",40.7667,-73.98829,"Private room",99,1,0,"",NA,5,365
"4545",3161739,"Up among the trees in Bed Stuy",14736455,"Anna","Brooklyn","Bedford-Stuyvesant",40.69394,-73.95017,"Entire home/apt",125,7,56,"2019-05-15",0.93,1,188
"21478",17168007,"NYMT07-1 LUXURY! Studio,Cozy,Gym,doorman Stu-7",39890192,"Laura","Manhattan","Hell's Kitchen",40.76536,-73.98864,"Entire home/apt",160,45,6,"2019-05-22",0.63,12,365
"31841",24846816,"Cozy Near LGA, Center of Queens RM2",187822288,"Zahir","Queens","East Elmhurst",40.76921,-73.87132,"Private room",49,1,128,"2019-06-22",8.95,5,278
"32501",25476912,"3rd floor: Charming 2 BR guest suite with balcony",38675275,"Margaret","Queens","Belle Harbor",40.57592,-73.84823,"Private room",200,2,4,"2019-06-16",1.28,2,332
"14100",10808493,"This quaint 2 bedroom apart in NYC",6198203,"Janice","Brooklyn","East Flatbush",40.66101,-73.9302,"Entire home/apt",100,2,29,"2019-06-08",2.17,1,318
"32412",25371837,"Beautiful United Nations Studio/ Best location.",1475015,"Mike","Manhattan","Midtown",40.75215,-73.97152,"Entire home/apt",83,30,0,"",NA,52,309
"32816",25842433,"*THE BUSINESS TRAVELER ROOM*",48183551,"Carlos","Queens","Elmhurst",40.7448,-73.88177,"Private room",42,6,26,"2019-07-04",2.09,5,299
"44600",34316788,"Central Park West: 3 Bedroom + 2 Bath Jewel-box",258159396,"Nick","Manhattan","Upper West Side",40.8,-73.96026,"Entire home/apt",438,5,6,"2019-07-05",3.1,1,136
"38759",30393018,"Stunning Tribeca Studio w/ City views, Gym + Pool by Blueground",107434423,"Blueground","Manhattan","Tribeca",40.71479,-74.00621,"Entire home/apt",269,30,0,"",NA,232,310
"17540",13795455,"Beautiful  Apartment in Quiet Neighborhood L Train",22161599,"Sarah","Queens","Ridgewood",40.6997,-73.90243,"Private room",75,3,8,"2018-09-14",0.22,1,81
"33517",26516849,"Private Room in Rockaway House-Nearby JFK & Subway",199299171,"Paul","Queens","Rockaway Beach",40.58743,-73.81411,"Private room",49,1,10,"2019-06-11",0.87,1,356
"41586",32327466,"Lahore Suite at Incentra Village House",241889662,"Incentra","Manhattan","West Village",40.73897,-74.00346,"Private room",999,1,3,"2019-05-19",0.7,5,341
"48564",36315721,"Stunning Chelsea 1BR w/ Gym, W/D, Doorman, Sundeck, Cinema, by Blueground",107434423,"Blueground","Manhattan","Midtown",40.74444,-73.99015,"Entire home/apt",343,30,0,"",NA,232,324
"47847",35945192,"Very cozy  private bedroom  The  heart of Astoria",270374596,"Loubna","Queens","Astoria",40.76591,-73.90934,"Private room",90,3,0,"",NA,1,78
"32157",25135772,"Comfy one bedroom with backyard",189971299,"Karen","Manhattan","Upper West Side",40.8004,-73.96867,"Entire home/apt",225,3,23,"2019-06-30",1.8,1,283
"3057",1803279,"Near Subway Sunny Spacious Room in NYC",7239405,"Katy","Manhattan","Morningside Heights",40.81569,-73.96058,"Private room",100,2,12,"2019-03-31",0.17,1,252
"33094",26110133,"Luxurious 2 Bedroom Apartment",196274503,"Patience","Queens","Bayswater",40.60606,-73.75492,"Entire home/apt",120,1,23,"2019-03-02",1.81,1,189
"45261",34643695,"1B. Studio & Stay 30 minutes to Midtown Manhattan",37678939,"Chantal","Bronx","Claremont Village",40.83513,-73.91093,"Private room",50,2,11,"2019-07-07",6.73,2,88
"43135",33469440,"Apartment minutes from manhattan",252168489,"Tianna","Queens","Jamaica Hills",40.71022,-73.79665,"Entire home/apt",110,2,8,"2019-06-29",3.16,1,81
"25472",20386575,"Makes You Wanna STAY! [BEST RATE]",142590597,"Joica","Brooklyn","East New York",40.6746,-73.87293,"Shared room",159,1,7,"2018-10-06",0.31,6,180
"7788",5905501,"BROOKLYN BEDSTUY PIED-A-TERRE",9053876,"Amy","Brooklyn","Crown Heights",40.67768,-73.93682,"Entire home/apt",105,1,59,"2018-01-03",1.15,2,213
"34105",27027786,"Prime East Village Manhattan w/ Beautiful Backyard",203357182,"Thomas","Manhattan","East Village",40.72769,-73.98498,"Private room",150,1,3,"2019-06-22",2.09,1,27
"21293",16936036,"Budget Friendly Place WIFi AC Parking Comfy Bed",2788934,"Andrew","Brooklyn","Greenpoint",40.72155,-73.94414,"Private room",59,2,155,"2019-06-30",5.2,2,60
"17298",13668833,"Charming 1BR Perfect for Couples or Solo Traveller",79488969,"Sadie","Manhattan","Upper West Side",40.77597,-73.98038,"Entire home/apt",189,2,72,"2019-07-01",1.95,1,27
"347",89621,"WONDERFUL, COMFORTABLE STUDIO",209460,"Marylyn","Brooklyn","Bedford-Stuyvesant",40.68048,-73.94911,"Entire home/apt",90,3,218,"2019-06-28",2.26,4,324
"5895",4295603,"Beautiful Loft in flawless factory conversion",7503643,"Vida","Brooklyn","Greenpoint",40.7255,-73.9409,"Entire home/apt",129,30,1,"2015-03-27",0.02,52,300
"36087",28671495,"Home For Medical Professionals - ""The Xenon""",26377263,"Stat","Brooklyn","East Flatbush",40.65245,-73.93752,"Private room",53,30,0,"",NA,43,346
"42715",33156210,"LUXE bedroom in HUGE 2BR APT! Wash/Dry! Terrace!",95604631,"Tom","Brooklyn","Williamsburg",40.71579,-73.95092,"Private room",79,4,0,"",NA,1,110
"22339",18034890,"Quiet, tranquil room in the middle of everything!",3660702,"Greg","Manhattan","Chelsea",40.74701,-73.9914,"Private room",105,1,132,"2019-06-22",4.81,4,103
"22406",18094212,"Beautiful 3000-Square-Ft Brownstone in Cobble Hill",121274,"Joanna","Brooklyn","Cobble Hill",40.68673,-73.99653,"Entire home/apt",700,4,4,"2019-01-23",0.21,1,15
"44726",34372753,"Spacious Manhattan Apartment",40038018,"Yves","Manhattan","Midtown",40.76152,-73.97176,"Entire home/apt",449,5,2,"2019-06-09",1,1,132
"13490",10100241,"Airy 4 BR Triplex - Private Yard,  Trendy Bed-Stuy",23215098,"Erica & David","Brooklyn","Bedford-Stuyvesant",40.68513,-73.95286,"Entire home/apt",399,4,39,"2019-07-07",0.91,1,29
